id,isim,soyisim,yas,yillik_gelir,satin_alma_miktari
6101,Hüseyin,Kaya,51,81865,9
6102,Ahmet,Şahin,65,136342,4
6103,Selin,Kaya,27,79056,9
6104,Emre,Yılmaz,29,35468,14
6105,Ayşe,Arslan,66,64297,15
6106,Ayşe,Çelik,65,68061,19
6107,Ahmet,Güler,46,136351,8
6108,Ali,Öztürk,34,144981,19
6109,Emre,Güler,66,46452,7
6110,Mehmet,Öztürk,20,120013,15
6111,Elif,Yılmaz,26,20792,16
6112,Fatma,Yılmaz,51,76614,5
6113,Zeynep,Çelik,66,85783,3
6114,Hüseyin,Arslan,32,38979,17
6115,Elif,Yılmaz,58,144284,12
6116,Ali,Doğan,19,46181,18
6117,Zeynep,Güler,64,98758,16
6118,Zeynep,Güler,49,114435,10
6119,Fatma,Şahin,40,88452,6
6120,Zeynep,Korkmaz,63,20581,2
6121,Mehmet,Öztürk,18,49977,14
6122,Ayşe,Korkmaz,30,116612,6
6123,Emre,Korkmaz,58,107416,18
6124,Fatma,Demir,18,113199,5
6125,Zeynep,Güler,46,50977,19
6126,Ayşe,Yılmaz,49,97054,12
6127,Selin,Doğan,46,86742,8
6128,Zeynep,Çelik,37,121153,2
6129,Ali,Demir,69,34023,4
6130,Fatma,Öztürk,50,57422,7
6131,Mehmet,Doğan,60,131069,18
6132,Mehmet,Arslan,61,29306,17
6133,Ayşe,Öztürk,22,34520,12
6134,Ali,Öztürk,68,50810,11
6135,Ayşe,Çelik,35,27563,19
6136,Ahmet,Kaya,47,21701,2
6137,Ayşe,Şahin,56,50147,3
6138,Emre,Öztürk,44,40633,7
6139,Selin,Arslan,43,31488,7
6140,Zeynep,Çelik,36,138404,13
6141,Ali,Şahin,69,113248,14
6142,Ahmet,Doğan,38,138296,14
6143,Emre,Doğan,65,101414,9
6144,Ali,Yılmaz,59,81572,19
6145,Ayşe,Arslan,25,145344,5
6146,Hüseyin,Kaya,52,141451,13
6147,Zeynep,Doğan,46,109432,10
6148,Hüseyin,Korkmaz,50,99355,6
6149,Zeynep,Kaya,67,86163,19
6150,Hüseyin,Doğan,56,81268,3
6151,Fatma,Öztürk,30,68817,16
6152,Mehmet,Kaya,42,55643,12
6153,Ahmet,Kaya,64,77226,18
6154,Hüseyin,Demir,64,134004,14
6155,Ahmet,Çelik,25,98433,17
6156,Zeynep,Yılmaz,27,149603,19
6157,Mehmet,Arslan,57,33966,6
6158,Ayşe,Öztürk,63,35466,18
6159,Ahmet,Yılmaz,51,78308,15
6160,Mehmet,Çelik,48,58480,17
6161,Ali,Güler,53,115235,13
6162,Emre,Çelik,52,70934,2
6163,Ayşe,Çelik,57,31845,4
6164,Hüseyin,Arslan,20,70616,9
6165,Ahmet,Yılmaz,47,47652,17
6166,Hüseyin,Çelik,57,73875,9
6167,Selin,Arslan,40,89078,15
6168,Ahmet,Doğan,53,147516,15
6169,Fatma,Öztürk,18,122401,6
6170,Zeynep,Demir,44,32168,17
6171,Ali,Güler,22,74502,10
6172,Ahmet,Güler,61,47240,2
6173,Hüseyin,Şahin,65,35818,8
6174,Zeynep,Arslan,27,148228,9
6175,Zeynep,Arslan,24,86383,3
6176,Zeynep,Çelik,47,61791,10
6177,Elif,Doğan,23,32476,4
6178,Emre,Arslan,19,75177,15
6179,Elif,Demir,40,22630,2
6180,Emre,Çelik,44,61559,7
6181,Zeynep,Doğan,47,114074,18
6182,Fatma,Kaya,23,137492,5
6183,Selin,Kaya,34,149116,7
6184,Fatma,Çelik,44,122507,17
6185,Hüseyin,Güler,62,84531,12
6186,Emre,Korkmaz,44,29620,7
6187,Mehmet,Yılmaz,32,149367,3
6188,Selin,Doğan,42,48650,12
6189,Mehmet,Doğan,26,136712,4
6190,Ayşe,Güler,37,31560,14
6191,Zeynep,Şahin,47,93165,13
6192,Selin,Kaya,29,53715,18
6193,Hüseyin,Arslan,64,37786,19
6194,Zeynep,Kaya,39,106963,13
6195,Hüseyin,Arslan,20,133636,9
6196,Zeynep,Korkmaz,44,111099,6
6197,Zeynep,Kaya,66,149127,11
6198,Ali,Yılmaz,61,91014,3
6199,Emre,Güler,22,58872,14
6200,Zeynep,Korkmaz,40,38930,9
6201,Elif,Arslan,36,59158,16
6202,Ahmet,Şahin,56,114192,12
6203,Ali,Arslan,19,111499,8
6204,Elif,Doğan,22,115834,1
6205,Mehmet,Güler,57,137998,2
6206,Elif,Demir,37,61749,15
6207,Emre,Güler,45,148755,17
6208,Hüseyin,Demir,25,136855,17
6209,Ahmet,Yılmaz,66,108569,11
6210,Zeynep,Demir,47,118956,11
6211,Selin,Yılmaz,52,114412,8
6212,Ali,Kaya,42,48828,4
6213,Ayşe,Şahin,30,117326,7
6214,Ali,Çelik,23,149698,13
6215,Ali,Demir,62,54507,6
6216,Elif,Korkmaz,31,63370,13
6217,Hüseyin,Güler,66,65840,3
6218,Elif,Güler,56,138057,14
6219,Elif,Şahin,33,94701,13
6220,Ali,Güler,18,104519,5
6221,Hüseyin,Arslan,67,137845,2
6222,Elif,Korkmaz,69,31503,7
6223,Emre,Yılmaz,22,36264,15
6224,Mehmet,Arslan,63,92249,1
6225,Zeynep,Demir,40,63149,7
6226,Hüseyin,Kaya,48,47933,4
6227,Ali,Şahin,50,73924,17
6228,Ahmet,Arslan,49,107518,19
6229,Selin,Yılmaz,63,125463,15
6230,Emre,Öztürk,54,113613,7
6231,Selin,Öztürk,21,127545,2
6232,Ayşe,Öztürk,53,44334,2
6233,Ayşe,Arslan,37,66439,12
6234,Selin,Güler,52,134694,7
6235,Hüseyin,Doğan,35,41988,1
6236,Emre,Çelik,62,117887,8
6237,Fatma,Arslan,21,89502,11
6238,Selin,Yılmaz,26,86856,3
6239,Ayşe,Öztürk,19,102649,11
6240,Ali,Kaya,33,112013,18
6241,Zeynep,Korkmaz,59,66191,2
6242,Hüseyin,Kaya,26,60480,3
6243,Ayşe,Demir,40,137720,3
6244,Mehmet,Yılmaz,28,44737,3
6245,Ahmet,Öztürk,62,141327,15
6246,Selin,Yılmaz,30,133066,11
6247,Ayşe,Öztürk,21,114489,13
6248,Mehmet,Arslan,40,89020,9
6249,Ali,Yılmaz,30,149613,9
6250,Hüseyin,Kaya,43,70083,7
6251,Ali,Doğan,44,24515,10
6252,Fatma,Korkmaz,58,38634,6
6253,Selin,Korkmaz,59,87570,16
6254,Fatma,Arslan,18,75320,16
6255,Fatma,Doğan,56,139970,15
6256,Emre,Çelik,45,32007,19
6257,Ayşe,Arslan,58,57559,14
6258,Ali,Öztürk,54,54641,19
6259,Fatma,Doğan,39,27932,19
6260,Zeynep,Öztürk,39,22334,1
6261,Ayşe,Kaya,24,50452,9
6262,Mehmet,Demir,30,100622,11
6263,Ahmet,Çelik,25,39172,9
6264,Emre,Yılmaz,21,70363,4
6265,Selin,Doğan,28,119678,5
6266,Selin,Öztürk,45,94880,8
6267,Zeynep,Yılmaz,67,63664,12
6268,Selin,Doğan,67,101478,5
6269,Mehmet,Yılmaz,42,115768,17
6270,Fatma,Yılmaz,67,44926,12
6271,Emre,Doğan,64,109528,7
6272,Ahmet,Yılmaz,27,75643,19
6273,Mehmet,Öztürk,62,149635,4
6274,Selin,Kaya,62,143167,18
6275,Mehmet,Çelik,54,116467,17
6276,Selin,Yılmaz,26,75906,11
6277,Emre,Çelik,27,60519,16
6278,Selin,Kaya,53,142264,6
6279,Mehmet,Öztürk,19,72055,8
6280,Elif,Güler,56,139938,1
6281,Hüseyin,Kaya,38,118226,13
6282,Elif,Yılmaz,63,147901,16
6283,Hüseyin,Kaya,43,53573,5
6284,Emre,Öztürk,62,130692,16
6285,Mehmet,Arslan,43,21856,16
6286,Mehmet,Şahin,23,47985,16
6287,Fatma,Çelik,18,59314,11
6288,Hüseyin,Yılmaz,57,29800,19
6289,Selin,Korkmaz,24,93606,12
6290,Ali,Arslan,24,41110,15
6291,Emre,Yılmaz,57,54512,14
6292,Elif,Çelik,68,46016,10
6293,Zeynep,Arslan,35,59074,18
6294,Fatma,Korkmaz,29,93482,13
6295,Selin,Güler,35,59744,11
6296,Elif,Doğan,55,72819,19
6297,Emre,Arslan,48,44876,18
6298,Mehmet,Yılmaz,68,88026,11
6299,Mehmet,Güler,67,79550,9
6300,Zeynep,Çelik,27,122882,5
6301,Emre,Şahin,30,143975,14
6302,Zeynep,Kaya,35,68643,17
6303,Hüseyin,Çelik,54,124136,8
6304,Zeynep,Kaya,50,57771,4
6305,Hüseyin,Çelik,21,53795,17
6306,Ali,Korkmaz,30,88470,6
6307,Hüseyin,Doğan,65,59888,14
6308,Emre,Kaya,55,28533,2
6309,Hüseyin,Korkmaz,25,52378,12
6310,Hüseyin,Şahin,64,22015,1
6311,Ali,Demir,23,117250,15
6312,Mehmet,Demir,35,62008,12
6313,Emre,Doğan,36,134020,15
6314,Zeynep,Çelik,36,41695,13
6315,Ayşe,Şahin,35,145727,17
6316,Zeynep,Güler,51,139289,1
6317,Selin,Arslan,28,126107,17
6318,Emre,Doğan,67,110504,12
6319,Ayşe,Doğan,27,29041,5
6320,Hüseyin,Güler,44,31806,5
6321,Selin,Şahin,22,62022,19
6322,Selin,Korkmaz,58,44316,4
6323,Ali,Yılmaz,43,38083,19
6324,Ayşe,Arslan,68,116824,2
6325,Fatma,Öztürk,55,101565,2
6326,Zeynep,Yılmaz,25,148656,13
6327,Selin,Arslan,51,57619,10
6328,Ali,Demir,35,75731,12
6329,Mehmet,Şahin,65,147530,1
6330,Zeynep,Arslan,57,99334,8
6331,Hüseyin,Demir,66,70847,8
6332,Zeynep,Demir,35,146371,10
6333,Ayşe,Güler,56,95260,10
6334,Selin,Güler,26,123886,1
6335,Selin,Güler,56,146530,15
6336,Elif,Demir,41,40162,10
6337,Fatma,Yılmaz,52,111458,14
6338,Mehmet,Doğan,55,136084,10
6339,Ayşe,Öztürk,45,91099,11
6340,Elif,Doğan,22,38536,8
6341,Fatma,Güler,20,24784,18
6342,Zeynep,Çelik,63,84853,13
6343,Hüseyin,Doğan,67,34754,16
6344,Ayşe,Öztürk,43,49032,1
6345,Ayşe,Yılmaz,24,48506,15
6346,Ayşe,Kaya,28,59771,3
6347,Ali,Kaya,37,111531,3
6348,Emre,Çelik,63,111795,19
6349,Selin,Arslan,33,88530,19
6350,Elif,Güler,38,127300,12
6351,Zeynep,Yılmaz,33,38283,12
6352,Mehmet,Arslan,53,36751,4
6353,Ali,Doğan,65,45812,8
6354,Mehmet,Arslan,25,70548,10
6355,Elif,Şahin,58,73024,11
6356,Ali,Güler,54,101187,2
6357,Zeynep,Güler,67,87307,19
6358,Ayşe,Güler,46,32149,14
6359,Fatma,Öztürk,62,109116,6
6360,Zeynep,Doğan,64,140249,13
6361,Elif,Arslan,27,49105,9
6362,Ahmet,Demir,54,42906,13
6363,Fatma,Çelik,41,70353,6
6364,Ayşe,Demir,53,39242,14
6365,Fatma,Doğan,46,109045,18
6366,Selin,Korkmaz,36,51655,7
6367,Mehmet,Kaya,32,88276,6
6368,Selin,Kaya,57,60527,14
6369,Hüseyin,Demir,38,115771,4
6370,Fatma,Demir,54,47426,1
6371,Ali,Kaya,26,135647,18
6372,Elif,Korkmaz,66,70250,14
6373,Emre,Öztürk,57,133231,6
6374,Hüseyin,Demir,31,39728,3
6375,Ali,Demir,61,115075,14
6376,Emre,Doğan,58,53311,2
6377,Selin,Demir,39,149838,10
6378,Elif,Doğan,65,93899,17
6379,Ali,Korkmaz,50,22117,14
6380,Mehmet,Çelik,50,57186,17
6381,Ali,Demir,48,110370,2
6382,Elif,Güler,27,110003,14
6383,Ayşe,Demir,45,83902,7
6384,Fatma,Güler,46,43161,1
6385,Ahmet,Demir,61,20805,14
6386,Mehmet,Öztürk,41,136648,12
6387,Mehmet,Yılmaz,46,89889,9
6388,Hüseyin,Yılmaz,20,132743,5
6389,Emre,Korkmaz,38,115669,10
6390,Hüseyin,Yılmaz,40,31012,8
6391,Fatma,Arslan,50,67650,6
6392,Ali,Kaya,25,44853,8
6393,Elif,Arslan,39,113674,19
6394,Emre,Şahin,38,40659,4
6395,Emre,Doğan,37,74988,10
6396,Ahmet,Öztürk,43,70913,1
6397,Emre,Öztürk,65,124438,3
6398,Ali,Arslan,55,96724,5
6399,Fatma,Yılmaz,42,77097,2
6400,Ayşe,Güler,37,77573,7
6401,Zeynep,Çelik,60,85299,10
6402,Elif,Kaya,31,97425,14
6403,Emre,Kaya,62,39551,2
6404,Elif,Korkmaz,45,112228,7
6405,Hüseyin,Çelik,40,89637,3
6406,Ali,Arslan,45,21115,17
6407,Hüseyin,Öztürk,21,71302,15
6408,Ahmet,Çelik,51,26581,15
6409,Fatma,Çelik,47,131569,13
6410,Elif,Doğan,39,28014,17
6411,Mehmet,Çelik,20,92041,14
6412,Hüseyin,Yılmaz,56,46440,15
6413,Mehmet,Arslan,42,63217,6
6414,Hüseyin,Korkmaz,35,115440,10
6415,Fatma,Korkmaz,31,83428,13
6416,Ayşe,Korkmaz,27,57101,5
6417,Selin,Öztürk,59,111177,7
6418,Ali,Şahin,43,58301,16
6419,Elif,Güler,55,34512,7
6420,Fatma,Şahin,32,98491,17
6421,Hüseyin,Korkmaz,47,80994,10
6422,Emre,Demir,65,97156,5
6423,Ali,Doğan,25,90235,6
6424,Ayşe,Yılmaz,45,73173,5
6425,Fatma,Şahin,46,139471,2
6426,Ayşe,Şahin,40,135835,16
6427,Selin,Arslan,22,131173,16
6428,Ayşe,Doğan,21,95502,4
6429,Ahmet,Çelik,42,54556,10
6430,Ayşe,Arslan,57,52219,9
6431,Ayşe,Doğan,44,93205,5
6432,Mehmet,Şahin,27,26267,6
6433,Elif,Arslan,59,127408,16
6434,Zeynep,Yılmaz,25,135890,8
6435,Emre,Çelik,38,30979,4
6436,Hüseyin,Güler,29,53450,13
6437,Elif,Korkmaz,24,120992,17
6438,Elif,Güler,46,24428,3
6439,Fatma,Korkmaz,63,87847,10
6440,Zeynep,Öztürk,20,93306,16
6441,Ahmet,Demir,57,86192,5
6442,Ahmet,Arslan,45,34008,10
6443,Elif,Öztürk,49,53888,7
6444,Elif,Çelik,53,129527,1
6445,Emre,Öztürk,30,91482,3
6446,Fatma,Yılmaz,18,114223,12
6447,Mehmet,Doğan,41,77529,15
6448,Emre,Çelik,23,31691,10
6449,Ahmet,Kaya,18,144285,18
6450,Elif,Kaya,53,127864,14
6451,Ahmet,Güler,28,23558,12
6452,Selin,Yılmaz,47,119596,12
6453,Selin,Güler,35,96137,16
6454,Zeynep,Arslan,66,128769,5
6455,Ali,Çelik,58,34984,19
6456,Selin,Güler,36,67772,6
6457,Selin,Çelik,65,52907,7
6458,Zeynep,Arslan,28,105664,13
6459,Ahmet,Doğan,37,96365,5
6460,Ayşe,Kaya,55,33650,12
6461,Fatma,Şahin,31,68717,11
6462,Elif,Güler,21,46118,16
6463,Fatma,Yılmaz,54,71922,12
6464,Hüseyin,Şahin,21,65035,3
6465,Zeynep,Öztürk,53,84204,2
6466,Hüseyin,Yılmaz,25,83311,19
6467,Mehmet,Yılmaz,28,53658,14
6468,Selin,Demir,38,90293,9
6469,Ayşe,Güler,46,54729,18
6470,Emre,Çelik,26,44084,7
6471,Zeynep,Kaya,26,89338,2
6472,Hüseyin,Öztürk,35,138929,11
6473,Emre,Şahin,35,112229,12
6474,Hüseyin,Yılmaz,23,23036,17
6475,Hüseyin,Arslan,49,126528,16
6476,Fatma,Öztürk,47,62391,19
6477,Emre,Korkmaz,34,105038,11
6478,Elif,Kaya,40,45740,10
6479,Ayşe,Yılmaz,53,34732,6
6480,Hüseyin,Doğan,68,149795,14
6481,Zeynep,Demir,53,27374,1
6482,Zeynep,Kaya,34,110574,7
6483,Emre,Arslan,45,93760,3
6484,Ahmet,Şahin,50,140332,11
6485,Selin,Doğan,65,139329,17
6486,Ali,Şahin,20,105276,2
6487,Ahmet,Yılmaz,29,108717,10
6488,Fatma,Yılmaz,36,43164,18
6489,Emre,Yılmaz,42,95340,6
6490,Zeynep,Kaya,42,118591,6
6491,Elif,Kaya,18,45551,6
6492,Emre,Yılmaz,63,141964,8
6493,Fatma,Şahin,26,114911,10
6494,Hüseyin,Demir,41,115831,16
6495,Selin,Kaya,19,97916,3
6496,Emre,Güler,47,43257,3
6497,Ali,Öztürk,65,33610,1
6498,Fatma,Doğan,56,79394,5
6499,Fatma,Şahin,56,92922,4
6500,Hüseyin,Yılmaz,62,56313,13
6501,Elif,Korkmaz,68,29063,1
6502,Selin,Öztürk,68,24856,5
6503,Zeynep,Güler,35,42382,17
6504,Hüseyin,Kaya,37,116936,2
6505,Elif,Doğan,43,70156,8
6506,Elif,Doğan,23,124129,2
6507,Hüseyin,Öztürk,64,76243,5
6508,Fatma,Çelik,39,138589,14
6509,Ali,Şahin,52,83077,7
6510,Ali,Güler,51,125143,9
6511,Ali,Güler,56,58486,6
6512,Mehmet,Güler,68,23791,4
6513,Emre,Demir,45,38631,18
6514,Hüseyin,Güler,59,73116,19
6515,Selin,Öztürk,55,44294,14
6516,Selin,Arslan,67,144603,15
6517,Elif,Yılmaz,22,139460,13
6518,Fatma,Doğan,37,141654,18
6519,Zeynep,Arslan,69,52343,13
6520,Elif,Güler,51,72608,10
6521,Mehmet,Doğan,39,32823,11
6522,Mehmet,Doğan,22,22755,14
6523,Fatma,Kaya,69,93095,14
6524,Elif,Çelik,43,68788,3
6525,Mehmet,Yılmaz,69,92440,3
6526,Elif,Demir,25,42130,18
6527,Fatma,Şahin,54,149942,7
6528,Selin,Arslan,69,58002,1
6529,Zeynep,Öztürk,49,114566,13
6530,Hüseyin,Yılmaz,65,108926,8
6531,Zeynep,Korkmaz,20,35899,16
6532,Elif,Demir,43,99275,4
6533,Ahmet,Doğan,30,43675,12
6534,Hüseyin,Demir,23,111201,14
6535,Ahmet,Çelik,53,46651,10
6536,Ali,Şahin,48,42751,6
6537,Ahmet,Çelik,27,103782,9
6538,Zeynep,Korkmaz,67,119239,2
6539,Emre,Korkmaz,69,61461,8
6540,Hüseyin,Çelik,35,36436,7
6541,Hüseyin,Korkmaz,47,128933,1
6542,Ayşe,Öztürk,29,114290,18
6543,Zeynep,Güler,52,138344,13
6544,Ali,Öztürk,61,102790,3
6545,Fatma,Doğan,61,99252,13
6546,Zeynep,Yılmaz,51,89721,5
6547,Ali,Yılmaz,46,76418,13
6548,Fatma,Şahin,40,109487,1
6549,Emre,Öztürk,43,137248,4
6550,Fatma,Doğan,45,121842,5
6551,Hüseyin,Demir,35,60992,2
6552,Ayşe,Yılmaz,51,92884,9
6553,Selin,Öztürk,51,125155,8
6554,Ayşe,Öztürk,43,144669,9
6555,Ahmet,Kaya,38,31475,5
6556,Zeynep,Demir,25,32406,2
6557,Selin,Arslan,18,109391,6
6558,Zeynep,Öztürk,30,103581,7
6559,Zeynep,Kaya,67,63796,9
6560,Mehmet,Doğan,25,37371,15
6561,Mehmet,Güler,62,70860,3
6562,Ali,Şahin,41,128784,13
6563,Ahmet,Öztürk,56,106759,16
6564,Emre,Demir,20,146478,1
6565,Emre,Demir,27,91268,13
6566,Hüseyin,Demir,48,118725,16
6567,Ahmet,Yılmaz,68,77247,12
6568,Ahmet,Yılmaz,44,58535,13
6569,Elif,Arslan,30,116857,18
6570,Mehmet,Doğan,36,26850,18
6571,Ayşe,Doğan,57,106264,1
6572,Ahmet,Arslan,67,93115,2
6573,Hüseyin,Güler,47,143124,15
6574,Selin,Doğan,64,56680,10
6575,Selin,Şahin,56,86845,2
6576,Selin,Demir,24,35242,2
6577,Zeynep,Korkmaz,20,36257,11
6578,Zeynep,Korkmaz,67,34155,11
6579,Mehmet,Çelik,31,25696,6
6580,Ahmet,Arslan,69,82759,2
6581,Elif,Arslan,34,112635,12
6582,Ali,Öztürk,49,142703,5
6583,Hüseyin,Kaya,26,57390,10
6584,Emre,Arslan,59,102165,16
6585,Selin,Şahin,57,101896,2
6586,Mehmet,Doğan,49,100222,4
6587,Hüseyin,Güler,43,48681,1
6588,Elif,Arslan,36,106272,17
6589,Ali,Güler,37,79562,9
6590,Mehmet,Şahin,46,141975,18
6591,Emre,Arslan,19,117469,7
6592,Ali,Kaya,44,107947,19
6593,Emre,Doğan,69,132532,1
6594,Zeynep,Yılmaz,48,77254,14
6595,Elif,Yılmaz,39,136255,18
6596,Selin,Kaya,29,60335,18
6597,Ahmet,Doğan,53,135712,9
6598,Fatma,Kaya,52,86792,10
6599,Emre,Arslan,18,57794,10
6600,Selin,Demir,42,128336,19
6601,Hüseyin,Doğan,64,25271,19
6602,Hüseyin,Yılmaz,50,46567,7
6603,Hüseyin,Kaya,58,110558,8
6604,Ayşe,Demir,22,90078,11
6605,Selin,Öztürk,47,70922,14
6606,Zeynep,Demir,69,149061,7
6607,Ali,Arslan,36,82296,7
6608,Mehmet,Güler,55,59068,6
6609,Ayşe,Öztürk,57,98032,19
6610,Ahmet,Yılmaz,20,40146,12
6611,Zeynep,Korkmaz,69,41503,14
6612,Elif,Şahin,51,141674,18
6613,Hüseyin,Korkmaz,43,77710,17
6614,Elif,Arslan,45,40437,6
6615,Ayşe,Demir,63,95085,15
6616,Ahmet,Yılmaz,40,93820,6
6617,Emre,Kaya,60,131604,17
6618,Selin,Kaya,67,37702,4
6619,Ali,Şahin,24,132100,11
6620,Zeynep,Şahin,47,56102,12
6621,Hüseyin,Demir,50,78568,9
6622,Ahmet,Demir,57,111046,17
6623,Elif,Öztürk,41,23451,7
6624,Fatma,Güler,55,103175,5
6625,Emre,Demir,28,148036,18
6626,Selin,Korkmaz,27,42301,2
6627,Elif,Öztürk,19,125147,19
6628,Elif,Yılmaz,18,92060,9
6629,Fatma,Arslan,21,133292,8
6630,Ahmet,Çelik,43,59503,10
6631,Ayşe,Şahin,58,81321,8
6632,Ayşe,Demir,30,75281,19
6633,Zeynep,Yılmaz,21,125380,14
6634,Ayşe,Öztürk,52,28345,9
6635,Emre,Arslan,45,104749,17
6636,Ayşe,Güler,67,134353,5
6637,Hüseyin,Öztürk,19,122982,4
6638,Elif,Öztürk,26,63378,9
6639,Ayşe,Yılmaz,56,127109,10
6640,Elif,Yılmaz,51,96702,16
6641,Mehmet,Arslan,61,53201,15
6642,Fatma,Demir,49,121395,4
6643,Mehmet,Şahin,47,136252,2
6644,Ali,Çelik,66,78316,13
6645,Selin,Yılmaz,63,148635,15
6646,Zeynep,Demir,31,123464,19
6647,Elif,Kaya,32,43540,3
6648,Ahmet,Yılmaz,46,20608,4
6649,Ali,Arslan,34,141081,6
6650,Hüseyin,Çelik,53,49537,19
6651,Hüseyin,Korkmaz,42,108524,9
6652,Mehmet,Öztürk,63,36183,13
6653,Emre,Çelik,24,100677,1
6654,Mehmet,Doğan,36,54832,15
6655,Elif,Şahin,51,49394,16
6656,Fatma,Yılmaz,26,109885,9
6657,Ahmet,Doğan,32,110263,4
6658,Fatma,Yılmaz,36,69076,12
6659,Ahmet,Demir,59,89268,12
6660,Ahmet,Korkmaz,57,79647,6
6661,Ali,Güler,42,106871,3
6662,Ali,Güler,30,58145,18
6663,Ayşe,Korkmaz,27,58643,5
6664,Fatma,Doğan,66,100555,8
6665,Ali,Doğan,51,33815,8
6666,Elif,Demir,67,26301,2
6667,Ayşe,Demir,51,148930,12
6668,Ahmet,Şahin,68,83597,12
6669,Elif,Korkmaz,42,89609,1
6670,Elif,Kaya,33,105874,16
6671,Zeynep,Kaya,64,59366,4
6672,Ali,Doğan,57,147074,1
6673,Ali,Çelik,24,68331,4
6674,Fatma,Doğan,35,138368,13
6675,Zeynep,Doğan,26,35747,2
6676,Hüseyin,Korkmaz,65,75922,7
6677,Ahmet,Demir,19,49777,8
6678,Mehmet,Korkmaz,25,23784,18
6679,Elif,Yılmaz,38,138572,3
6680,Elif,Demir,58,33530,1
6681,Fatma,Korkmaz,26,57946,13
6682,Ayşe,Korkmaz,18,88810,16
6683,Ali,Arslan,59,49520,12
6684,Ahmet,Yılmaz,20,50298,5
6685,Ahmet,Yılmaz,50,125263,6
6686,Mehmet,Öztürk,40,23087,19
6687,Hüseyin,Korkmaz,28,145570,4
6688,Zeynep,Öztürk,48,104634,1
6689,Emre,Doğan,26,42458,3
6690,Emre,Çelik,39,88886,15
6691,Mehmet,Çelik,63,70508,18
6692,Ahmet,Çelik,21,115376,10
6693,Elif,Kaya,23,111541,4
6694,Mehmet,Arslan,45,142259,6
6695,Ali,Demir,44,110245,2
6696,Emre,Öztürk,30,46289,14
6697,Ahmet,Kaya,18,106520,2
6698,Fatma,Güler,21,54067,13
6699,Mehmet,Çelik,61,54851,2
6700,Fatma,Şahin,50,123607,9
6701,Mehmet,Şahin,58,41011,8
6702,Ayşe,Yılmaz,38,132134,5
6703,Ali,Kaya,32,67606,12
6704,Emre,Demir,42,111475,15
6705,Ayşe,Kaya,21,35134,12
6706,Selin,Kaya,50,83089,18
6707,Ayşe,Demir,27,20491,10
6708,Zeynep,Kaya,24,93820,5
6709,Ali,Arslan,21,44959,3
6710,Hüseyin,Güler,46,35239,13
6711,Elif,Doğan,21,20265,7
6712,Elif,Korkmaz,33,143613,14
6713,Ahmet,Şahin,50,55645,15
6714,Elif,Şahin,56,78974,15
6715,Hüseyin,Arslan,62,125338,8
6716,Mehmet,Kaya,46,77978,14
6717,Mehmet,Çelik,68,138673,9
6718,Mehmet,Çelik,23,115111,12
6719,Fatma,Kaya,19,26451,7
6720,Ayşe,Çelik,35,118993,7
6721,Selin,Öztürk,65,93792,3
6722,Ayşe,Doğan,26,93558,17
6723,Ayşe,Öztürk,27,64829,3
6724,Hüseyin,Arslan,31,127319,11
6725,Fatma,Doğan,66,24579,11
6726,Hüseyin,Korkmaz,59,22932,6
6727,Ali,Yılmaz,42,27089,10
6728,Ahmet,Yılmaz,22,114901,19
6729,Elif,Yılmaz,25,71869,14
6730,Selin,Çelik,23,140076,11
6731,Mehmet,Kaya,57,104568,13
6732,Emre,Kaya,38,101124,17
6733,Fatma,Arslan,21,43214,2
6734,Selin,Şahin,19,85840,3
6735,Hüseyin,Demir,27,37326,9
6736,Selin,Güler,44,61417,3
6737,Ahmet,Şahin,19,79614,1
6738,Ayşe,Korkmaz,58,97968,12
6739,Ahmet,Doğan,66,149146,9
6740,Elif,Kaya,56,38040,2
6741,Fatma,Korkmaz,64,40361,15
6742,Selin,Kaya,39,35352,10
6743,Zeynep,Çelik,30,126844,13
6744,Ali,Arslan,24,49150,7
6745,Emre,Arslan,50,37940,11
6746,Fatma,Korkmaz,60,88704,2
6747,Mehmet,Doğan,38,119855,1
6748,Ayşe,Demir,30,149010,13
6749,Zeynep,Yılmaz,40,81350,3
6750,Hüseyin,Arslan,38,115852,8
6751,Zeynep,Doğan,63,148780,8
6752,Zeynep,Güler,51,135826,9
6753,Ahmet,Şahin,50,119919,4
6754,Ahmet,Kaya,27,76971,18
6755,Emre,Çelik,54,107883,1
6756,Ayşe,Şahin,21,92861,19
6757,Hüseyin,Arslan,59,91315,17
6758,Zeynep,Doğan,26,117383,19
6759,Fatma,Kaya,46,120698,1
6760,Emre,Çelik,69,83498,11
6761,Elif,Korkmaz,31,110684,14
6762,Ali,Arslan,41,23050,4
6763,Elif,Doğan,25,63250,6
6764,Selin,Arslan,69,76033,19
6765,Emre,Şahin,30,79623,17
6766,Mehmet,Öztürk,20,112636,6
6767,Zeynep,Şahin,54,83168,19
6768,Zeynep,Korkmaz,63,138605,3
6769,Hüseyin,Arslan,31,131050,8
6770,Ali,Öztürk,41,98131,3
6771,Ali,Doğan,57,130871,11
6772,Ahmet,Kaya,27,91381,3
6773,Fatma,Yılmaz,57,53898,9
6774,Selin,Demir,33,81306,7
6775,Mehmet,Güler,29,118813,12
6776,Ayşe,Güler,27,56224,14
6777,Selin,Şahin,19,34728,15
6778,Elif,Güler,44,146502,18
6779,Zeynep,Doğan,29,72347,12
6780,Hüseyin,Doğan,49,128383,14
